engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
200,3,118,2779.2310552118724,19.1,2020,USA,Diesel,All-wheel drive,,15.33481484087103
150,3,187,3146.2808617614373,17.1,2010,Asia,Diesel,All-wheel drive,1,14.171050067089148
180,8,148,3662.0698304931593,13.8,2016,Asia,Diesel,Front-wheel drive,,11.591353159361034
250,2,85,2761.38240163362,15.5,2003,USA,Gasoline,Front-wheel drive,2,14.896698445238787
190,1,118,2807.7053889800645,,2002,Europe,Diesel,Front-wheel drive,0,15.686985991770278
200,4,158,2732.528605063813,10.8,2011,Asia,Diesel,Front-wheel drive,-1,16.861148572196434
220,1,154,2856.1985694845685,10.9,2022,USA,Gasoline,Front-wheel drive,1,16.32507542415997
260,6,133,2787.71481563684,17.9,2010,Asia,Diesel,All-wheel drive,-2,15.706615702849877
160,7,158,2503.191978484016,12,2008,Asia,Gasoline,All-wheel drive,0,18.10609856136476
190,5,203,3259.863048774321,17,2018,Asia,Gasoline,All-wheel drive,1,13.823037275663799
240,2,159,1825.737665809533,16.9,2011,USA,Diesel,Front-wheel drive,0,20.36626059946741
210,7,102,3643.164149161051,17.8,2013,Europe,Diesel,Front-wheel drive,0,11.660782800597927
180,2,150,2104.484702653276,15.7,2019,Europe,Gasoline,Front-wheel drive,1,19.415095612584246
200,3,150,2740.5720964636826,,2016,Europe,Diesel,Front-wheel drive,,16.18796576257651
190,3,141,3836.5188116033246,18.5,2010,Asia,Gasoline,All-wheel drive,-1,11.029703563568916
150,2,123,2020.761408203573,22.7,2008,Europe,Diesel,Front-wheel drive,0,18.36606903359091
210,3,215,2907.013476069891,18.9,2011,Asia,Diesel,Front-wheel drive,0,15.33649052838091
170,2,186,2292.554520127879,15.9,2006,USA,Gasoline,All-wheel drive,-2,19.017985686858125
230,2,173,2865.4647120536883,12.8,2008,Asia,Diesel,Front-wheel drive,1,16.14799789055173
200,6,198,3161.754622270843,14,2001,Europe,Diesel,Front-wheel drive,-2,15.074844324934666
110,8,191,3334.947880792699,15.6,2010,Asia,Gasoline,All-wheel drive,1,13.488128101721609
140,3,117,3797.445343843938,15.4,2002,Asia,Gasoline,All-wheel drive,-3,10.324205087799161
200,6,141,4006.1196435866023,14,2018,Europe,Diesel,All-wheel drive,-1,9.807934421953075
250,5,159,3488.986748413631,13.6,2008,USA,Diesel,Front-wheel drive,0,12.511491072602862
220,4,110,3813.7421555935466,16,2008,Asia,Gasoline,Front-wheel drive,1,10.163131534822371
250,2,147,3177.059565246679,18.2,2012,Europe,Gasoline,Front-wheel drive,0,13.335530259222885
200,5,,2685.2929453020834,16.2,2015,Europe,Diesel,All-wheel drive,0,15.962233703552357
180,6,,3369.1515394818466,12.9,2015,Asia,Diesel,Front-wheel drive,-1,13.71229640001524
240,4,133,2971.120843416211,13.7,2021,USA,Diesel,All-wheel drive,-1,15.172746771346924
170,4,154,2945.3862612679695,10.4,2011,Europe,Diesel,Front-wheel drive,-1,15.358972760019462
240,3,119,2986.829083613046,13.5,2004,USA,Gasoline,All-wheel drive,0,15.070528435500169
200,3,139,2605.2006442072184,15.1,2006,USA,Diesel,All-wheel drive,-1,17.440654964906482
210,6,112,3006.411072890212,19.7,2001,Asia,Gasoline,All-wheel drive,2,14.13171871945893
260,4,121,2524.104995060324,14.1,2015,Europe,Gasoline,Front-wheel drive,0,17.61278685426982
220,5,109,2743.559176523328,11.3,2008,Asia,Diesel,Front-wheel drive,0,16.667496980599548
140,3,160,2976.5618872301397,10.4,2019,Asia,Diesel,Front-wheel drive,2,15.724224483163969
180,3,179,2507.0156221523657,11.1,2003,Asia,Gasoline,Front-wheel drive,0,18.227687164255347
120,8,168,3012.149940565652,16.5,2015,Europe,Gasoline,Front-wheel drive,-1,15.821253498287643
180,3,157,3064.5931086011137,16.6,2006,USA,Diesel,All-wheel drive,0,14.905967452496665
170,3,193,2978.407457274196,17.5,2004,Europe,Diesel,All-wheel drive,-1,15.120578331359061
230,3,70,3202.7725309638718,16.9,2004,Europe,Diesel,All-wheel drive,1,12.105675260059467
140,0,152,2948.543865958066,10.7,2003,Asia,Diesel,Front-wheel drive,1,16.178609969179497
220,6,147,2444.0069764545115,14.9,2003,USA,Diesel,All-wheel drive,0,17.482826586114307
180,5,125,3824.8719310257866,15.6,2010,Asia,Diesel,All-wheel drive,1,10.64350540190462
210,5,157,3227.6999880014573,12.5,2012,USA,Gasoline,Front-wheel drive,0,14.208181918107625
120,5,167,3455.5553953642966,16.4,2010,USA,Gasoline,All-wheel drive,0,13.18550228570531
230,3,148,3326.332126609199,18.5,2004,Europe,Diesel,Front-wheel drive,-1,12.424266048679119
220,2,148,2276.3732471410067,15.7,2020,Europe,Gasoline,Front-wheel drive,-2,18.23299304608077
240,3,150,3456.5488287541866,13.6,2007,USA,Gasoline,All-wheel drive,1,13.079749304073127
200,4,146,2623.985690310318,21.3,2017,Asia,Gasoline,Front-wheel drive,0,15.72102304496052
240,3,120,3301.16735545056,18.4,2000,USA,Gasoline,Front-wheel drive,0,13.135574188490878
210,4,157,3689.894799142652,14.9,2019,Asia,Gasoline,Front-wheel drive,-1,11.242972525938578
180,2,98,2876.696270978443,14.3,2016,Asia,Diesel,Front-wheel drive,0,14.810047509160693
110,7,151,2972.308719725025,14.1,2018,Europe,Gasoline,Front-wheel drive,0,15.190023208347474
230,3,157,3325.260899007603,14.9,2016,USA,Diesel,Front-wheel drive,-1,13.213943988586877
140,1,141,3319.236265690127,13.3,2021,Asia,Gasoline,All-wheel drive,-1,13.77768411732452
160,3,178,4319.211992880042,13.7,2010,USA,Gasoline,All-wheel drive,-1,8.911984266096251
220,6,133,3040.292716144907,13.9,2011,USA,Diesel,All-wheel drive,0,14.875604935908347
260,2,149,2290.039499978651,16.6,2013,Europe,Diesel,Front-wheel drive,-2,18.32495597222638
150,7,165,2745.6376069673165,17.5,2013,Asia,Gasoline,All-wheel drive,1,15.313136439599875
200,7,131,3950.948815719025,16.6,2010,Asia,Gasoline,All-wheel drive,0,9.770691455582476
170,2,113,3256.3638812920735,12.6,2015,Europe,Diesel,Front-wheel drive,-1,13.797765683046247
150,4,172,2800.2117252441085,19.4,2002,Europe,Diesel,All-wheel drive,0,15.657476400332822
200,2,111,3078.868086115977,18.8,2007,Asia,Diesel,All-wheel drive,0,13.390197826658131
230,1,156,2505.9396572891837,17.5,2005,Asia,Diesel,All-wheel drive,1,17.77970376690422
160,3,150,2495.3941563011726,15.1,2009,USA,Diesel,Front-wheel drive,-2,17.34515082314549
210,3,192,2951.7366433641223,11,2014,Europe,Gasoline,All-wheel drive,0,15.781239638611144
210,3,140,3339.813397233429,13.8,2013,USA,Diesel,All-wheel drive,0,13.455156289576465
210,3,205,4037.1594264349296,15.9,2012,Europe,Gasoline,All-wheel drive,0,10.132145815741818
110,1,129,2818.70753167732,8.8,2006,USA,Gasoline,Front-wheel drive,2,16.034062849175264
180,4,142,3241.8439377875184,16.6,2007,Europe,Diesel,Front-wheel drive,0,13.090342147336182
210,4,195,2198.4965501062898,17,2018,Europe,Gasoline,Front-wheel drive,-1,19.637217648462805
280,5,131,2957.1836909169683,,2008,Asia,Diesel,Front-wheel drive,-1,15.035321096165653
100,7,118,2547.038365185447,14.3,2009,Europe,Gasoline,All-wheel drive,2,16.848593529059848
150,5,176,3719.117063959422,14.7,2004,Europe,Diesel,Front-wheel drive,0,11.6630053081282
190,3,122,2782.022581246967,15.5,2013,USA,Gasoline,Front-wheel drive,-1,16.25540045717019
170,6,136,3403.2076195948644,18.1,2003,Europe,Diesel,Front-wheel drive,0,12.208213192736876
240,4,99,3615.0835883969507,16.2,2014,USA,Diesel,All-wheel drive,0,11.119505466138717
190,5,143,2564.7866075012807,13.3,2011,Asia,Gasoline,All-wheel drive,-1,17.44367661326605
190,2,187,3543.875829037296,,2012,Europe,Diesel,All-wheel drive,1,13.238770907248847
270,4,159,2424.366037599104,10.3,2013,Asia,Gasoline,Front-wheel drive,-1,18.375142797089577
110,6,188,3549.0040246619783,13.5,2010,Asia,Diesel,Front-wheel drive,1,12.80403255975646
230,2,196,3372.0890078987936,13.5,2014,Europe,Gasoline,All-wheel drive,-1,14.561901082007356
180,3,135,3280.4407621141695,16.4,2022,USA,Diesel,Front-wheel drive,0,13.237311687918345
230,4,154,2721.6906890103983,,2010,Asia,Diesel,Front-wheel drive,0,16.639557548241683
150,5,152,2889.477845376689,16.3,2012,Europe,Gasoline,Front-wheel drive,1,15.523948129736905
190,5,143,2720.4571902129246,10.6,2007,Europe,Gasoline,Front-wheel drive,-2,17.12646231134376
260,2,75,2531.9970794033393,14.3,2005,Europe,Gasoline,Front-wheel drive,2,16.399893046229465
220,4,,2673.5868462500407,15.3,2008,Asia,Diesel,All-wheel drive,1,16.346541409207422
260,0,190,2962.921971271906,13.3,2019,Asia,Diesel,All-wheel drive,1,16.01085909734222
130,2,123,3844.101086128005,,2021,Asia,Gasoline,Front-wheel drive,0,11.030144135919477
270,2,147,3203.8181194397935,18.5,2021,USA,Gasoline,All-wheel drive,1,14.333811898295409
170,3,111,2842.300362941922,15.5,2004,Europe,Diesel,Front-wheel drive,0,15.240578987973329
250,2,112,2580.0654457411874,14.1,2003,USA,Gasoline,All-wheel drive,1,16.880276010920277
210,,140,3806.875174172703,16,2010,Europe,Gasoline,All-wheel drive,0,11.044978027092624
220,2,46,2061.2511709180417,13.4,2019,USA,Gasoline,All-wheel drive,0,19.497158346297926
170,5,163,2628.965387162369,18,2011,Asia,Gasoline,All-wheel drive,2,15.800822884778997
190,3,162,2761.4226934645276,14.7,2016,Asia,Gasoline,Front-wheel drive,0,15.706092183930624
210,7,217,3219.6855453794306,10.4,2002,USA,Gasoline,Front-wheel drive,-2,14.542820930790802
190,4,159,3437.1624771981574,14.5,2022,USA,Diesel,Front-wheel drive,-1,12.911777710310666
140,,150,3193.9812500326907,19.1,2004,USA,Gasoline,Front-wheel drive,0,13.77466831101155
210,3,92,3285.7331843068723,17.4,2019,USA,Gasoline,Front-wheel drive,-1,12.718924433316264
60,2,193,2912.9234762785663,14.4,2019,USA,Diesel,All-wheel drive,0,14.530801863345138
150,4,145,4187.447916728244,17,2013,Asia,Gasoline,All-wheel drive,1,9.005560177852763
160,3,172,2592.229874383763,12.4,2002,USA,Diesel,Front-wheel drive,1,17.710737515922002
200,,209,2957.530395592215,12.2,2011,Asia,Gasoline,Front-wheel drive,,16.134279961812105
130,5,69,3688.0787259789145,17.7,2021,USA,Diesel,All-wheel drive,2,10.739487189441274
180,2,156,2545.023116954601,17,2008,USA,Gasoline,Front-wheel drive,0,16.635835181816358
80,4,134,3371.815558183863,17.3,2010,USA,Diesel,Front-wheel drive,-2,13.377876070318942
220,3,196,2129.7416421648204,13.5,2003,Europe,Gasoline,All-wheel drive,1,19.85903362278597
150,2,192,1995.1833111024553,14.9,2023,USA,Gasoline,Front-wheel drive,-2,20.718429942855337
180,4,128,2988.6349329190757,14.8,2022,USA,Gasoline,All-wheel drive,3,15.162266518151728
160,7,159,3523.6040713585007,14.2,2013,USA,Gasoline,Front-wheel drive,1,12.439936335666236
310,5,177,3158.089798522014,15.3,2003,USA,Diesel,Front-wheel drive,0,13.99444385433876
190,,118,3643.565889494587,15.9,2018,Asia,Gasoline,Front-wheel drive,0,10.870161158362714
230,7,166,2512.308749764368,16.7,2007,Asia,Diesel,Front-wheel drive,-1,16.993175251062702
140,5,201,3620.650984255326,16.2,2020,USA,Diesel,All-wheel drive,2,12.47466872026912
180,,143,3438.59611082292,19.8,2010,Europe,Diesel,All-wheel drive,0,12.561939790873975
130,3,159,2398.9754987952224,17.5,2006,Europe,Diesel,Front-wheel drive,,18.164577776827958
220,6,125,2941.719839315314,15.7,2003,USA,Diesel,Front-wheel drive,1,14.59118178575697
210,3,169,2152.1917119472205,15.3,2017,Europe,Gasoline,All-wheel drive,0,18.534379981973284
200,,166,2760.1476622614946,14.4,2022,Europe,Diesel,Front-wheel drive,0,16.132701256122058
170,3,,4405.498701583376,,2001,Europe,Diesel,Front-wheel drive,0,8.832517288403931
210,3,164,2833.238586688742,18.9,2023,USA,Gasoline,Front-wheel drive,0,15.55240904731785
180,5,159,3320.7172795283736,19.2,2010,USA,Diesel,Front-wheel drive,,12.214943197200963
140,4,175,2777.9786025764683,15.1,2003,Asia,Gasoline,Front-wheel drive,1,15.433455935152002
170,8,146,3311.8220085812554,15.8,2012,USA,Diesel,Front-wheel drive,1,13.21139989675232
190,1,109,2933.0687793288616,16.3,2013,Asia,Gasoline,All-wheel drive,,14.767432756900837
210,6,207,2579.780030053407,,2004,Asia,Diesel,All-wheel drive,-2,17.28319283678096
290,3,119,3698.623973994328,13.7,2021,USA,Diesel,Front-wheel drive,-1,11.74500955169632
180,5,145,3342.065026861082,15,2004,Asia,Gasoline,All-wheel drive,-1,12.631725857726046
200,,,2965.797288885331,10.8,2001,USA,Gasoline,All-wheel drive,0,14.863791279487097
280,2,111,3206.1944414110058,14.8,2016,Asia,Gasoline,All-wheel drive,0,13.409991126655513
220,8,,3056.9460486242597,17.5,2016,Asia,Gasoline,Front-wheel drive,2,14.586373753473941
270,3,182,3563.7768638174584,11.8,2018,USA,Gasoline,Front-wheel drive,-1,13.320338203482569
200,5,164,2982.014174023616,12.2,2021,Asia,Gasoline,All-wheel drive,-1,15.059698768017908
260,3,139,2649.506796498702,,2002,Asia,Gasoline,All-wheel drive,1,16.69934736357539
150,2,137,2607.6880875764177,16.7,2010,Europe,Diesel,All-wheel drive,1,16.4844358814926
190,5,161,1801.4783346912377,11.7,2022,USA,Diesel,Front-wheel drive,1,21.9470771470571
190,,199,2970.785579699682,16.1,2021,Europe,Diesel,Front-wheel drive,0,15.295008726152313
220,1,174,1922.0363207886776,12.8,2023,Asia,Gasoline,All-wheel drive,0,21.614688845562195
240,3,179,3121.8402776334356,,2002,Europe,Diesel,Front-wheel drive,-1,14.805472094359287
200,1,109,3517.3363040672602,13,2023,Asia,Diesel,All-wheel drive,1,12.513883084333731
190,4,167,2650.430456715191,11.7,2006,USA,Diesel,Front-wheel drive,-1,16.609208537332986
110,6,,3200.7263059789157,13,2007,Asia,Diesel,Front-wheel drive,0,14.347204045379069
190,3,157,3304.894567163119,17.5,2005,Europe,Diesel,Front-wheel drive,-1,12.569461537035963
190,,135,3346.0513839929454,15.6,2015,Asia,Gasoline,Front-wheel drive,0,13.046345746250843
320,1,156,2748.545185082969,,2019,Europe,Gasoline,Front-wheel drive,0,16.58551010512066
210,6,,3607.9685478679985,,2015,Europe,Diesel,All-wheel drive,-1,11.62478048548065
230,4,121,3332.848428627024,15.3,2016,Europe,Diesel,All-wheel drive,,13.105021980183144
210,0,114,2465.053304002527,14.2,2017,Asia,Gasoline,Front-wheel drive,-1,17.478311516919554
210,4,123,3223.9269762871572,12.1,2009,Asia,Gasoline,All-wheel drive,1,13.866259677473279
180,8,136,2688.331142407059,14,2008,USA,Gasoline,Front-wheel drive,-1,16.186968698145545
160,4,179,3845.204498186582,14.9,2021,Asia,Diesel,All-wheel drive,1,10.882700711186049
270,2,145,2931.6878178172938,12.5,2013,USA,Gasoline,All-wheel drive,-1,15.810437326584221
210,5,94,2416.322801318808,14.6,2013,Europe,Gasoline,All-wheel drive,-1,16.88662154723701
260,5,174,3159.733863885245,17.4,2006,Asia,Diesel,All-wheel drive,0,14.802107788065616
180,5,115,2039.4425040334572,16.3,2011,Europe,Gasoline,All-wheel drive,0,18.733311403193685
130,1,92,2775.853363324668,14.1,2002,Europe,Diesel,Front-wheel drive,-2,15.521779376093969
210,1,122,3915.0303807177083,12.1,2022,USA,Gasoline,All-wheel drive,-1,10.495329542255849
110,6,213,2284.6770145998316,15.9,2005,Asia,Diesel,All-wheel drive,1,18.867775400915388
230,5,173,3333.8248958801164,15.5,2003,USA,Diesel,Front-wheel drive,0,12.565728596032441
120,4,147,2633.6477921607966,12.9,2004,Asia,Diesel,All-wheel drive,-1,17.28401116924386
170,4,177,2556.307711355897,10.6,2004,Europe,Diesel,All-wheel drive,,18.08990980396806
280,3,159,3337.5430554060836,20.3,2020,Europe,Gasoline,All-wheel drive,0,12.430888816560717
260,2,174,2430.653880472484,14.2,2000,Asia,Diesel,All-wheel drive,0,18.518300626669784
230,3,144,3518.793319677007,12.7,2007,USA,Diesel,All-wheel drive,0,12.691241801776979
220,0,152,2733.538665812652,19.7,2009,Asia,Diesel,Front-wheel drive,-1,16.140527186031292
130,5,181,2678.166626492026,15.6,2017,Asia,Gasoline,All-wheel drive,-2,17.235312679699305
200,7,151,2156.550165286447,12.9,2007,Europe,Diesel,Front-wheel drive,0,18.80230084179385
180,6,143,2845.802793207997,13.6,2023,Europe,Gasoline,All-wheel drive,0,15.65002751669669
160,6,128,2697.2721544318283,,2015,Asia,Diesel,All-wheel drive,2,16.93400174315275
150,1,172,3854.2833535509853,15.9,2005,Europe,Gasoline,All-wheel drive,0,10.873974252062943
220,4,144,2360.3507388466014,,2015,USA,Gasoline,All-wheel drive,0,18.818968258723103
160,5,,1915.7762268221493,11.6,2002,Asia,Gasoline,All-wheel drive,2,20.888537713425812
130,5,138,3367.1723509545345,13.7,2003,Asia,Gasoline,Front-wheel drive,-2,13.110347013866553
210,2,,3458.6877092531377,11.3,2019,Europe,Diesel,Front-wheel drive,,13.100352320323077
120,5,168,2945.1396596752147,13.8,2013,Asia,Diesel,Front-wheel drive,-2,15.39890291303149
220,5,145,2797.4860672651903,,2001,USA,Diesel,Front-wheel drive,0,16.39006489933113
190,2,129,2895.4387104292014,12.1,2013,USA,Diesel,Front-wheel drive,-1,15.948457106178662
140,4,,3543.885483811224,12.4,2019,Asia,Diesel,Front-wheel drive,1,12.280204968495577
250,2,163,3006.0301347778723,13.3,2008,USA,Diesel,Front-wheel drive,1,14.851240262139719
210,5,150,2544.4165272733317,15.5,2001,Europe,Diesel,Front-wheel drive,-1,17.35429874182459
160,9,153,2379.01345068574,12.5,2009,Asia,Gasoline,All-wheel drive,1,17.79220703900863
240,2,178,3420.5092765551326,14.3,2007,Asia,Diesel,All-wheel drive,0,13.217743531161684
280,9,207,2113.2223355878027,,2013,Asia,Diesel,Front-wheel drive,0,19.362810198583468
180,6,130,2478.0907389633976,,2014,Asia,Diesel,Front-wheel drive,,17.561291158475907
230,2,175,3023.883103491854,11.4,2015,Europe,Gasoline,All-wheel drive,0,15.498111889778375
120,6,162,2511.7080167519903,,2003,Asia,Gasoline,Front-wheel drive,1,17.697966653660735
60,5,111,3720.398329054982,19.4,2018,Europe,Diesel,Front-wheel drive,1,10.73288778414874
220,3,152,2869.5674817173553,16,2012,Asia,Gasoline,All-wheel drive,1,15.589894762222988
190,5,,2712.7157638571907,14.7,2002,Europe,Diesel,All-wheel drive,-1,16.562863935287567
320,1,127,3023.9499472029875,15.3,2023,USA,Diesel,All-wheel drive,-2,14.813313922474174
110,,121,2509.155482727713,16.7,2008,Asia,Diesel,Front-wheel drive,1,17.320248463487747
240,1,123,2229.8838762816486,13.7,2005,USA,Diesel,All-wheel drive,-1,18.616611440525443
180,5,107,3209.2465030948165,12.4,2019,USA,Diesel,Front-wheel drive,1,13.139308778418311
300,2,129,2738.9790463055842,15.5,2003,Asia,Gasoline,All-wheel drive,0,16.16612436610942
220,6,152,4166.102277350022,,2004,Europe,Gasoline,Front-wheel drive,0,8.972385055865338
330,6,144,2885.6245117544977,10.3,2021,Asia,Diesel,Front-wheel drive,1,15.711469483718101
190,2,184,4013.0211162141695,14.3,2014,Europe,Diesel,All-wheel drive,-1,10.216697794865702
200,3,103,2106.1786939592853,15.9,2003,Asia,Diesel,All-wheel drive,0,19.17359672953421
240,3,136,3104.859688258323,16.7,2004,Asia,Gasoline,All-wheel drive,0,14.288995817528797
260,2,103,3903.6899135206068,16.8,2021,Asia,Gasoline,All-wheel drive,0,10.10306706031016
110,9,139,2721.6299029084867,12.7,2014,USA,Gasoline,All-wheel drive,1,16.742471931854094
170,3,156,2879.1981428346558,11.1,2009,Europe,Diesel,All-wheel drive,1,15.965364822166396
210,4,,2793.70408688459,16.9,2006,Europe,Diesel,Front-wheel drive,1,15.948835760631543
210,4,120,3121.911207188104,15.8,2004,USA,Gasoline,Front-wheel drive,0,14.013609393642112
190,10,187,3529.353512911101,12.1,2009,USA,Diesel,Front-wheel drive,-1,13.077972487845557
190,6,97,3121.3647980310657,14.5,2006,USA,Gasoline,All-wheel drive,1,14.240844621950464
180,2,,3039.790323757379,15.2,2005,USA,Gasoline,All-wheel drive,1,15.153926445633202
160,5,154,3416.2480583293727,14.4,2003,Asia,Gasoline,Front-wheel drive,1,13.04984690770284
290,4,222,2431.3277235873247,18.6,2023,Europe,Diesel,Front-wheel drive,,18.418805115719607
140,4,103,2606.685671400121,13,2004,Asia,Diesel,All-wheel drive,1,17.23527578450193
200,3,183,2666.1663289235544,13.9,2017,USA,Gasoline,Front-wheel drive,,17.57150189417966
190,5,104,2844.736911462388,13.8,2011,Asia,Diesel,All-wheel drive,0,14.84118659305941
160,4,161,2581.177523453754,15.6,2012,Europe,Gasoline,All-wheel drive,-1,16.94343511344976
